id,name,description,category,subcategory,brand,specifications,features,price,currency,rating,review_count,availability,color,warranty_months,release_date,tags
412,Apple Pro 10 Pro,"Flagship smartphone with cutting-edge technology and premium design. Features OLED display, wireless charging, face recognition. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Apple,"256GB storage, 6GB RAM","OLED display, wireless charging, face recognition",1206.97,USD,4.6,1044,In Stock,Rose Gold,36,2024-01-22,"OLED display, wireless charging, smartphones, Apple, face recognition"
413,Huawei Lite 12,"Advanced mobile device featuring latest processor and camera system. Features fingerprint sensor, water resistant, wireless charging, multiple cameras. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Huawei,"256GB storage, 6GB RAM","fingerprint sensor, water resistant, wireless charging, multiple cameras",1118.36,USD,5.0,390,Limited Stock,Red,12,2025-01-11,"wireless charging, multiple cameras, Huawei, fingerprint sensor, water resistant"
414,OnePlus Plus 13,"Premium mobile phone with professional-grade camera and fast performance. Features water resistant, OLED display, wireless charging, 5G connectivity, fast charging, face recognition. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,OnePlus,"1024GB storage, 8GB RAM","water resistant, OLED display, wireless charging, 5G connectivity, fast charging, face recognition",3165.52,USD,3.8,1863,Limited Stock,Gray,36,2024-05-05,"fast charging, water resistant, face recognition, OnePlus, 5G connectivity"
415,OnePlus Pro 11 Max,"Advanced mobile device featuring latest processor and camera system. Features water resistant, fast charging, fingerprint sensor. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,OnePlus,"128GB storage, 8GB RAM","water resistant, fast charging, fingerprint sensor",760.62,USD,3.7,1552,Limited Stock,Blue,24,2025-01-14,"water resistant, smartphones, fast charging, fingerprint sensor, OnePlus"
416,Apple K 111,"Premium wireless headphones with superior sound quality and comfort. Features premium sound quality, foldable design, long battery life. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Apple,"50mm drivers, 40h battery life","premium sound quality, foldable design, long battery life",396.89,USD,4.2,82,In Stock,Gray,12,2023-10-28,"Apple, long battery life, premium sound quality, foldable design, headphones"
417,MSI ThinkPad 17,"Powerful laptop designed for professional work and creative tasks. Features fast charging, touchscreen, dedicated graphics, SSD storage, backlit keyboard, long battery life. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,MSI,"16GB RAM, 256GB SSD, AMD processor","fast charging, touchscreen, dedicated graphics, SSD storage, backlit keyboard, long battery life",1832.64,USD,4.8,1301,In Stock,Black,36,2025-06-08,"laptops, MSI, touchscreen, dedicated graphics, long battery life"
418,Motorola Pro 15,"Flagship smartphone with cutting-edge technology and premium design. Features wireless charging, fast charging, premium build, multiple cameras. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Motorola,"64GB storage, 12GB RAM","wireless charging, fast charging, premium build, multiple cameras",538.4,USD,4.0,1580,Out of Stock,Blue,12,2025-03-21,"Motorola, smartphones, premium build, fast charging, wireless charging"
419,Razer Inspiron 15,"High-performance notebook with advanced features and sleek design. Features lightweight design, dedicated graphics, touchscreen, high resolution display, long battery life. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Razer,"32GB RAM, 512GB SSD, Intel processor","lightweight design, dedicated graphics, touchscreen, high resolution display, long battery life",2801.09,USD,4.3,1813,Limited Stock,White,12,2024-01-01,"lightweight design, laptops, dedicated graphics, touchscreen, high resolution display"
420,Apple K 644,"Noise-cancelling headphones perfect for travel and focused listening. Features wireless connectivity, long battery life, comfortable fit, quick charge. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Apple,"45mm drivers, 50h battery life","wireless connectivity, long battery life, comfortable fit, quick charge",317.14,USD,3.7,1773,In Stock,Silver,24,2024-10-28,"wireless connectivity, long battery life, Apple, quick charge, comfortable fit"
421,Sony Galaxy 14,"Premium mobile phone with professional-grade camera and fast performance. Features wireless charging, fingerprint sensor, 5G connectivity, face recognition. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Sony,"64GB storage, 6GB RAM","wireless charging, fingerprint sensor, 5G connectivity, face recognition",472.18,USD,4.2,69,Out of Stock,Rose Gold,12,2025-04-07,"smartphones, Sony, wireless charging, face recognition, 5G connectivity"
422,Motorola Ultra 15,"Flagship smartphone with cutting-edge technology and premium design. Features wireless charging, premium build, water resistant, face recognition. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Motorola,"128GB storage, 8GB RAM","wireless charging, premium build, water resistant, face recognition",796.03,USD,4.3,812,In Stock,Black,36,2025-02-04,"wireless charging, premium build, water resistant, smartphones, Motorola"
423,Samsung Standard 11 Ultra,"Flagship smartphone with cutting-edge technology and premium design. Features face recognition, high refresh rate, water resistant, OLED display, wireless charging, fast charging. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Samsung,"1024GB storage, 8GB RAM","face recognition, high refresh rate, water resistant, OLED display, wireless charging, fast charging",3588.11,USD,4.7,1888,Out of Stock,Black,12,2024-02-11,"fast charging, wireless charging, smartphones, OLED display, high refresh rate"
424,Razer MacBook 13,"High-performance notebook with advanced features and sleek design. Features fast processor, lightweight design, dedicated graphics, fast charging, long battery life. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Razer,"8GB RAM, 512GB SSD, AMD processor","fast processor, lightweight design, dedicated graphics, fast charging, long battery life",1129.06,USD,4.7,811,Out of Stock,Gray,36,2025-08-18,"laptops, Razer, fast charging, fast processor, lightweight design"
425,Lenovo ROG 16,"Versatile laptop perfect for business, gaming, and multimedia use. Features long battery life, lightweight design, touchscreen, backlit keyboard, dedicated graphics. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Lenovo,"8GB RAM, 1024GB SSD, AMD processor","long battery life, lightweight design, touchscreen, backlit keyboard, dedicated graphics",1567.43,USD,4.6,135,Out of Stock,Blue,24,2024-04-03,"touchscreen, long battery life, lightweight design, laptops, Lenovo"
426,Samsung Note 10,"Advanced mobile device featuring latest processor and camera system. Features wireless charging, 5G connectivity, high refresh rate, OLED display. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Samsung,"1024GB storage, 8GB RAM","wireless charging, 5G connectivity, high refresh rate, OLED display",4343.07,USD,4.2,1801,Out of Stock,Rose Gold,24,2025-01-25,"OLED display, 5G connectivity, wireless charging, high refresh rate, smartphones"
427,Microsoft MacBook 17,"Versatile laptop perfect for business, gaming, and multimedia use. Features touchscreen, long battery life, SSD storage. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Microsoft,"16GB RAM, 256GB SSD, Intel processor","touchscreen, long battery life, SSD storage",1946.45,USD,4.4,534,Limited Stock,Black,36,2024-01-21,"touchscreen, long battery life, Microsoft, SSD storage, laptops"
428,Apple Ultra 13 Ultra,"Premium mobile phone with professional-grade camera and fast performance. Features 5G connectivity, multiple cameras, high refresh rate, fast charging, fingerprint sensor, water resistant. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Apple,"128GB storage, 12GB RAM","5G connectivity, multiple cameras, high refresh rate, fast charging, fingerprint sensor, water resistant",655.44,USD,4.7,125,In Stock,Red,36,2024-01-21,"high refresh rate, 5G connectivity, Apple, fingerprint sensor, fast charging"
429,Xiaomi Lite 12,"Advanced mobile device featuring latest processor and camera system. Features 5G connectivity, face recognition, OLED display, high refresh rate, multiple cameras. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Xiaomi,"128GB storage, 8GB RAM","5G connectivity, face recognition, OLED display, high refresh rate, multiple cameras",729.48,USD,4.0,1286,Out of Stock,White,36,2024-05-28,"Xiaomi, 5G connectivity, high refresh rate, face recognition, multiple cameras"
430,Alienware Inspiron 15,"Premium portable computer with exceptional performance and build quality. Features SSD storage, premium build quality, high resolution display, dedicated graphics, long battery life, touchscreen. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Alienware,"8GB RAM, 256GB SSD, Intel processor","SSD storage, premium build quality, high resolution display, dedicated graphics, long battery life, touchscreen",1077.89,USD,4.3,489,Out of Stock,Black,24,2025-06-29,"Alienware, touchscreen, SSD storage, dedicated graphics, high resolution display"
431,MSI ROG 17,"Powerful laptop designed for professional work and creative tasks. Features dedicated graphics, lightweight design, fast processor, fast charging. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,MSI,"32GB RAM, 512GB SSD, Apple processor","dedicated graphics, lightweight design, fast processor, fast charging",2622.02,USD,3.6,611,In Stock,Red,12,2023-09-02,"MSI, lightweight design, laptops, fast charging, fast processor"
432,JBL AirPods 556,"High-fidelity audio experience with advanced driver technology. Features wireless connectivity, long battery life, quick charge, noise cancellation, multipoint connection. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,JBL,"50mm drivers, 50h battery life","wireless connectivity, long battery life, quick charge, noise cancellation, multipoint connection",194.78,USD,3.6,1298,Out of Stock,Gray,36,2023-12-03,"noise cancellation, quick charge, wireless connectivity, JBL, long battery life"
433,Nokia Plus 15 Ultra,"Advanced mobile device featuring latest processor and camera system. Features multiple cameras, wireless charging, high refresh rate, OLED display. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Nokia,"256GB storage, 8GB RAM","multiple cameras, wireless charging, high refresh rate, OLED display",900.79,USD,4.6,353,Limited Stock,Red,12,2023-09-16,"wireless charging, high refresh rate, OLED display, Nokia, smartphones"
434,Alienware Pavilion 15,"Premium portable computer with exceptional performance and build quality. Features touchscreen, backlit keyboard, lightweight design, long battery life. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Alienware,"32GB RAM, 1024GB SSD, Intel processor","touchscreen, backlit keyboard, lightweight design, long battery life",2405.12,USD,4.8,1872,In Stock,White,12,2024-12-06,"lightweight design, touchscreen, Alienware, backlit keyboard, long battery life"
435,Bose DT 990,"Premium wireless headphones with superior sound quality and comfort. Features long battery life, comfortable fit, noise cancellation, wireless connectivity. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Bose,"40mm drivers, 50h battery life","long battery life, comfortable fit, noise cancellation, wireless connectivity",514.11,USD,4.7,1566,In Stock,Black,24,2024-03-30,"comfortable fit, wireless connectivity, headphones, Bose, long battery life"
436,Apple Lite 15,"High-performance smartphone with exceptional battery life and display quality. Features fast charging, wireless charging, 5G connectivity, premium build. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Apple,"512GB storage, 6GB RAM","fast charging, wireless charging, 5G connectivity, premium build",1979.17,USD,4.6,880,Out of Stock,Black,24,2023-10-29,"premium build, 5G connectivity, wireless charging, smartphones, Apple"
437,OnePlus Mini 13,"Advanced mobile device featuring latest processor and camera system. Features premium build, face recognition, multiple cameras, fast charging, high refresh rate, 5G connectivity. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,OnePlus,"512GB storage, 12GB RAM","premium build, face recognition, multiple cameras, fast charging, high refresh rate, 5G connectivity",1962.9,USD,4.4,1967,Out of Stock,Silver,36,2025-08-20,"OnePlus, smartphones, premium build, high refresh rate, fast charging"
438,HP Blade 14,"Versatile laptop perfect for business, gaming, and multimedia use. Features backlit keyboard, fast processor, touchscreen, long battery life. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,HP,"32GB RAM, 256GB SSD, AMD processor","backlit keyboard, fast processor, touchscreen, long battery life",2804.47,USD,4.4,1793,Limited Stock,Rose Gold,24,2024-06-13,"fast processor, HP, laptops, touchscreen, long battery life"
439,MSI MacBook 13,"Premium portable computer with exceptional performance and build quality. Features dedicated graphics, long battery life, SSD storage, fast charging, premium build quality, high resolution display. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,MSI,"32GB RAM, 512GB SSD, Intel processor","dedicated graphics, long battery life, SSD storage, fast charging, premium build quality, high resolution display",3024.89,USD,3.5,982,Limited Stock,Silver,24,2024-05-22,"high resolution display, long battery life, fast charging, premium build quality, SSD storage"
440,Huawei Mini 13,"Flagship smartphone with cutting-edge technology and premium design. Features multiple cameras, face recognition, high refresh rate. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Huawei,"128GB storage, 6GB RAM","multiple cameras, face recognition, high refresh rate",635.27,USD,4.4,1742,Limited Stock,Black,36,2025-06-20,"face recognition, smartphones, multiple cameras, Huawei, high refresh rate"
441,ASUS ROG 16,"High-performance notebook with advanced features and sleek design. Features fast charging, high resolution display, lightweight design. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,ASUS,"32GB RAM, 1024GB SSD, Apple processor","fast charging, high resolution display, lightweight design",2716.56,USD,4.3,198,Out of Stock,Blue,24,2025-02-11,"lightweight design, ASUS, laptops, high resolution display, fast charging"
442,Alienware ZenBook 17,"Powerful laptop designed for professional work and creative tasks. Features high resolution display, fast charging, backlit keyboard, touchscreen, dedicated graphics. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Alienware,"16GB RAM, 256GB SSD, Intel processor","high resolution display, fast charging, backlit keyboard, touchscreen, dedicated graphics",1880.97,USD,4.4,1983,Out of Stock,Gray,36,2025-06-16,"laptops, high resolution display, Alienware, fast charging, dedicated graphics"
443,JBL K 378,"Premium wireless headphones with superior sound quality and comfort. Features voice assistant, noise cancellation, comfortable fit, wireless connectivity, touch controls, multipoint connection. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,JBL,"53mm drivers, 30h battery life","voice assistant, noise cancellation, comfortable fit, wireless connectivity, touch controls, multipoint connection",427.06,USD,4.3,1377,In Stock,Red,24,2023-08-23,"voice assistant, headphones, wireless connectivity, noise cancellation, multipoint connection"
444,Dell ThinkPad 15,"Powerful laptop designed for professional work and creative tasks. Features fast charging, high resolution display, touchscreen, long battery life, premium build quality. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Dell,"16GB RAM, 256GB SSD, Apple processor","fast charging, high resolution display, touchscreen, long battery life, premium build quality",2063.26,USD,4.0,622,Limited Stock,Black,24,2024-09-09,"laptops, high resolution display, fast charging, Dell, premium build quality"
445,Apple ROG 17,"Premium portable computer with exceptional performance and build quality. Features fast processor, dedicated graphics, high resolution display, touchscreen, premium build quality, lightweight design. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Apple,"32GB RAM, 1024GB SSD, Apple processor","fast processor, dedicated graphics, high resolution display, touchscreen, premium build quality, lightweight design",3460.1,USD,4.7,1740,In Stock,Red,12,2024-08-25,"touchscreen, premium build quality, lightweight design, dedicated graphics, fast processor"
446,Shure WH 701,"Noise-cancelling headphones perfect for travel and focused listening. Features premium sound quality, quick charge, multipoint connection, foldable design, voice assistant, touch controls. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Shure,"53mm drivers, 30h battery life","premium sound quality, quick charge, multipoint connection, foldable design, voice assistant, touch controls",151.34,USD,3.9,182,In Stock,White,36,2024-04-25,"quick charge, headphones, foldable design, touch controls, premium sound quality"
447,Shure SRH 374,"High-fidelity audio experience with advanced driver technology. Features foldable design, comfortable fit, touch controls, premium sound quality, noise cancellation. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Shure,"45mm drivers, 40h battery life","foldable design, comfortable fit, touch controls, premium sound quality, noise cancellation",318.96,USD,3.9,1861,Out of Stock,Black,36,2023-10-27,"noise cancellation, premium sound quality, comfortable fit, touch controls, Shure"
448,AKG ATH 850,"High-fidelity audio experience with advanced driver technology. Features noise cancellation, touch controls, premium sound quality, quick charge. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,AKG,"40mm drivers, 30h battery life","noise cancellation, touch controls, premium sound quality, quick charge",348.73,USD,4.0,57,Out of Stock,Black,36,2025-01-19,"noise cancellation, touch controls, premium sound quality, headphones, quick charge"
449,Sennheiser ATH 916,"High-fidelity audio experience with advanced driver technology. Features wireless connectivity, premium sound quality, long battery life, quick charge, comfortable fit, foldable design. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Sennheiser,"45mm drivers, 50h battery life","wireless connectivity, premium sound quality, long battery life, quick charge, comfortable fit, foldable design",300.57,USD,4.4,1049,In Stock,Black,24,2023-11-03,"foldable design, comfortable fit, long battery life, quick charge, Sennheiser"
450,Microsoft MacBook 17,"Versatile laptop perfect for business, gaming, and multimedia use. Features premium build quality, fast processor, touchscreen, dedicated graphics. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Microsoft,"16GB RAM, 1024GB SSD, AMD processor","premium build quality, fast processor, touchscreen, dedicated graphics",2691.15,USD,3.7,1360,Out of Stock,White,36,2025-06-05,"Microsoft, fast processor, laptops, touchscreen, premium build quality"
451,Microsoft Blade 17,"Versatile laptop perfect for business, gaming, and multimedia use. Features long battery life, fast charging, backlit keyboard, premium build quality. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Microsoft,"8GB RAM, 1024GB SSD, Intel processor","long battery life, fast charging, backlit keyboard, premium build quality",1516.46,USD,4.8,1279,Out of Stock,Rose Gold,24,2025-06-28,"backlit keyboard, fast charging, Microsoft, laptops, long battery life"
452,Sennheiser QuietComfort 501,"Noise-cancelling headphones perfect for travel and focused listening. Features long battery life, comfortable fit, touch controls, quick charge, voice assistant, premium sound quality. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Sennheiser,"53mm drivers, 30h battery life","long battery life, comfortable fit, touch controls, quick charge, voice assistant, premium sound quality",289.06,USD,4.6,1277,Limited Stock,White,24,2025-04-01,"quick charge, comfortable fit, long battery life, premium sound quality, headphones"
453,Nokia Pro 15,"Premium mobile phone with professional-grade camera and fast performance. Features fingerprint sensor, multiple cameras, OLED display, high refresh rate. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Nokia,"64GB storage, 8GB RAM","fingerprint sensor, multiple cameras, OLED display, high refresh rate",504.98,USD,4.2,273,Limited Stock,Red,36,2024-04-06,"fingerprint sensor, OLED display, smartphones, high refresh rate, Nokia"
454,Lenovo ThinkPad 15,"Powerful laptop designed for professional work and creative tasks. Features SSD storage, fast processor, backlit keyboard. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Lenovo,"16GB RAM, 256GB SSD, AMD processor","SSD storage, fast processor, backlit keyboard",2044.6,USD,4.8,548,Limited Stock,Blue,12,2025-06-25,"SSD storage, fast processor, laptops, Lenovo, backlit keyboard"
455,Alienware Surface 16,"Premium portable computer with exceptional performance and build quality. Features touchscreen, backlit keyboard, dedicated graphics. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Alienware,"16GB RAM, 1024GB SSD, AMD processor","touchscreen, backlit keyboard, dedicated graphics",2045.56,USD,3.7,308,Limited Stock,Silver,36,2024-07-04,"touchscreen, dedicated graphics, laptops, backlit keyboard, Alienware"
456,Apple ROG 15,"High-performance notebook with advanced features and sleek design. Features fast processor, high resolution display, backlit keyboard, long battery life, SSD storage. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Apple,"32GB RAM, 1024GB SSD, Apple processor","fast processor, high resolution display, backlit keyboard, long battery life, SSD storage",2858.15,USD,3.6,478,Out of Stock,White,12,2025-01-27,"SSD storage, backlit keyboard, Apple, fast processor, high resolution display"
457,JBL K 436,"Noise-cancelling headphones perfect for travel and focused listening. Features premium sound quality, touch controls, foldable design, quick charge. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,JBL,"53mm drivers, 30h battery life","premium sound quality, touch controls, foldable design, quick charge",139.47,USD,3.6,857,In Stock,Red,24,2023-12-31,"premium sound quality, foldable design, touch controls, headphones, quick charge"
458,Bose DT 455,"High-fidelity audio experience with advanced driver technology. Features touch controls, noise cancellation, wireless connectivity, comfortable fit, long battery life, premium sound quality. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Bose,"50mm drivers, 30h battery life","touch controls, noise cancellation, wireless connectivity, comfortable fit, long battery life, premium sound quality",409.71,USD,4.5,1156,Limited Stock,Black,12,2025-06-12,"Bose, touch controls, noise cancellation, premium sound quality, headphones"
459,Audio-Technica K 387,"High-fidelity audio experience with advanced driver technology. Features noise cancellation, wireless connectivity, premium sound quality, long battery life. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Audio-Technica,"45mm drivers, 50h battery life","noise cancellation, wireless connectivity, premium sound quality, long battery life",175.31,USD,3.6,1717,In Stock,Rose Gold,36,2025-01-17,"wireless connectivity, headphones, noise cancellation, long battery life, Audio-Technica"
460,Acer ZenBook 14,"Versatile laptop perfect for business, gaming, and multimedia use. Features touchscreen, SSD storage, fast charging, long battery life, backlit keyboard, fast processor. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Acer,"8GB RAM, 1024GB SSD, Apple processor","touchscreen, SSD storage, fast charging, long battery life, backlit keyboard, fast processor",1634.86,USD,4.0,1964,In Stock,Rose Gold,12,2025-06-06,"touchscreen, long battery life, fast charging, SSD storage, backlit keyboard"
461,Bose K 845,"Premium wireless headphones with superior sound quality and comfort. Features premium sound quality, quick charge, foldable design, voice assistant. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Bose,"45mm drivers, 30h battery life","premium sound quality, quick charge, foldable design, voice assistant",228.15,USD,3.5,1269,Limited Stock,Blue,36,2025-06-18,"quick charge, premium sound quality, foldable design, voice assistant, headphones"
462,Motorola Note 11 Pro,"Premium mobile phone with professional-grade camera and fast performance. Features fast charging, premium build, fingerprint sensor, high refresh rate. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Motorola,"64GB storage, 6GB RAM","fast charging, premium build, fingerprint sensor, high refresh rate",489.89,USD,4.1,1649,Out of Stock,Red,12,2024-01-18,"high refresh rate, fast charging, smartphones, premium build, Motorola"
463,Sennheiser Studio 771,"Premium wireless headphones with superior sound quality and comfort. Features comfortable fit, multipoint connection, noise cancellation, foldable design. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Sennheiser,"45mm drivers, 20h battery life","comfortable fit, multipoint connection, noise cancellation, foldable design",254.68,USD,4.2,1877,Out of Stock,White,36,2025-06-07,"Sennheiser, comfortable fit, headphones, noise cancellation, multipoint connection"
464,AKG HD 368,"High-fidelity audio experience with advanced driver technology. Features voice assistant, comfortable fit, premium sound quality, noise cancellation. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,AKG,"45mm drivers, 30h battery life","voice assistant, comfortable fit, premium sound quality, noise cancellation",424.73,USD,4.3,1625,Limited Stock,White,12,2024-05-18,"AKG, headphones, voice assistant, noise cancellation, premium sound quality"
465,OnePlus Ultra 10,"High-performance smartphone with exceptional battery life and display quality. Features premium build, face recognition, fast charging, OLED display, water resistant. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,OnePlus,"512GB storage, 12GB RAM","premium build, face recognition, fast charging, OLED display, water resistant",2030.69,USD,4.1,1881,In Stock,Rose Gold,24,2024-03-20,"fast charging, smartphones, face recognition, OnePlus, OLED display"
466,HP Inspiron 16,"Powerful laptop designed for professional work and creative tasks. Features touchscreen, long battery life, lightweight design, premium build quality, fast charging. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,HP,"8GB RAM, 1024GB SSD, Apple processor","touchscreen, long battery life, lightweight design, premium build quality, fast charging",1929.0,USD,4.4,894,In Stock,Gray,12,2024-08-05,"long battery life, laptops, lightweight design, fast charging, HP"
467,Audio-Technica WH 545,"Professional-grade headphones for audiophiles and content creators. Features multipoint connection, premium sound quality, voice assistant, foldable design, long battery life. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Audio-Technica,"45mm drivers, 50h battery life","multipoint connection, premium sound quality, voice assistant, foldable design, long battery life",384.18,USD,4.9,170,Out of Stock,Blue,24,2024-03-30,"premium sound quality, long battery life, headphones, foldable design, multipoint connection"
468,Samsung Pro 13 Ultra,"Premium mobile phone with professional-grade camera and fast performance. Features high refresh rate, face recognition, premium build, fast charging. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Samsung,"256GB storage, 8GB RAM","high refresh rate, face recognition, premium build, fast charging",1273.6,USD,4.4,876,Limited Stock,Gray,24,2024-03-09,"face recognition, Samsung, smartphones, high refresh rate, premium build"
469,Xiaomi Pro 12 Max,"Premium mobile phone with professional-grade camera and fast performance. Features high refresh rate, fast charging, 5G connectivity. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Xiaomi,"512GB storage, 6GB RAM","high refresh rate, fast charging, 5G connectivity",2358.4,USD,4.8,1263,In Stock,Silver,12,2025-08-15,"high refresh rate, Xiaomi, 5G connectivity, fast charging, smartphones"
470,Lenovo MacBook 14,"Versatile laptop perfect for business, gaming, and multimedia use. Features fast processor, premium build quality, touchscreen. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Lenovo,"16GB RAM, 256GB SSD, AMD processor","fast processor, premium build quality, touchscreen",1965.12,USD,4.4,124,In Stock,Red,24,2025-08-14,"fast processor, premium build quality, laptops, Lenovo, touchscreen"
471,Apple Studio 380,"Premium wireless headphones with superior sound quality and comfort. Features foldable design, quick charge, noise cancellation, wireless connectivity, voice assistant, premium sound quality. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Apple,"53mm drivers, 30h battery life","foldable design, quick charge, noise cancellation, wireless connectivity, voice assistant, premium sound quality",157.25,USD,4.3,923,In Stock,Red,36,2025-06-08,"voice assistant, noise cancellation, headphones, Apple, quick charge"
472,Sennheiser DT 570,"High-fidelity audio experience with advanced driver technology. Features long battery life, noise cancellation, wireless connectivity, premium sound quality. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Sennheiser,"50mm drivers, 20h battery life","long battery life, noise cancellation, wireless connectivity, premium sound quality",273.84,USD,5.0,1541,Limited Stock,Silver,36,2023-11-06,"wireless connectivity, noise cancellation, Sennheiser, headphones, premium sound quality"
473,Beats Live 408,"Premium wireless headphones with superior sound quality and comfort. Features foldable design, touch controls, quick charge, long battery life, noise cancellation, voice assistant. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Beats,"53mm drivers, 40h battery life","foldable design, touch controls, quick charge, long battery life, noise cancellation, voice assistant",165.93,USD,3.6,611,Limited Stock,Silver,24,2025-01-13,"quick charge, Beats, voice assistant, foldable design, long battery life"
474,Huawei Max 11,"Flagship smartphone with cutting-edge technology and premium design. Features OLED display, 5G connectivity, face recognition, multiple cameras, water resistant, wireless charging. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Huawei,"128GB storage, 6GB RAM","OLED display, 5G connectivity, face recognition, multiple cameras, water resistant, wireless charging",868.24,USD,4.9,557,In Stock,Black,12,2024-08-04,"smartphones, multiple cameras, 5G connectivity, Huawei, OLED display"
475,Sony K 217,"Noise-cancelling headphones perfect for travel and focused listening. Features premium sound quality, wireless connectivity, voice assistant, foldable design, touch controls. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Sony,"40mm drivers, 20h battery life","premium sound quality, wireless connectivity, voice assistant, foldable design, touch controls",320.54,USD,4.4,57,In Stock,White,24,2024-12-17,"premium sound quality, touch controls, foldable design, wireless connectivity, headphones"
476,HP Blade 14,"Versatile laptop perfect for business, gaming, and multimedia use. Features lightweight design, dedicated graphics, backlit keyboard, fast charging, touchscreen, premium build quality. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,HP,"16GB RAM, 512GB SSD, Intel processor","lightweight design, dedicated graphics, backlit keyboard, fast charging, touchscreen, premium build quality",1966.0,USD,4.3,1002,Limited Stock,Blue,12,2024-06-29,"touchscreen, dedicated graphics, premium build quality, lightweight design, laptops"
477,OnePlus Mini 14 Max,"Premium mobile phone with professional-grade camera and fast performance. Features fingerprint sensor, high refresh rate, premium build, OLED display. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,OnePlus,"64GB storage, 6GB RAM","fingerprint sensor, high refresh rate, premium build, OLED display",408.98,USD,4.1,1939,Out of Stock,Blue,24,2025-02-24,"high refresh rate, fingerprint sensor, smartphones, OLED display, premium build"
