id,name,description,category,subcategory,item_type,brand,price,currency,sizes_available,colors_available,material,care_instructions,rating,review_count,availability,season,gender,age_group,style,tags,eco_friendly,made_in,release_date
1448,Nike Formal Belts,Stylish belts with tailored fit design. Perfect for weekend outings. Made from high-quality polyester. Dry Clean Only.,Fashion,Accessories,belts,Nike,547.75,USD,"10, 11, 5, 9","Pink, Navy",cotton,delicate cycle,3.8,143,In Stock,Spring/Summer,Women,Adult,Casual,"belts, Nike, Modern, fashion",True,Turkey,2025-03-28
1449,Adidas Formal Loafers,Stylish loafers with tailored fit design. Perfect for formal occasions. Made from high-quality cotton. Machine Washable.,Fashion,Shoes,loafers,Adidas,161.48,USD,"7, 12, 6","Green, Pink, Red",polyester,delicate cycle,3.5,1488,In Stock,Fall/Winter,Unisex,Teen,Business,"loafers, Adidas, Vintage, fashion",True,India,2025-07-17
1450,Adidas Modern Sweaters,Stylish sweaters with slim fit design. Perfect for formal occasions. Made from high-quality linen. Machine Washable.,Fashion,Clothing,sweaters,Adidas,86.32,USD,"L, XS, XL, S","Pink, Navy, Red",silk,machine washable,3.6,1328,Limited Stock,All Season,Women,Teen,Classic,"sweaters, Adidas, Classic, fashion",True,Bangladesh,2024-11-02
1451,Uniqlo Modern Jeans,Stylish jeans with regular fit design. Perfect for weekend outings. Made from high-quality wool. Dry Clean Only.,Fashion,Clothing,jeans,Uniqlo,176.07,USD,"XL, S, L","Navy, Green, Pink, Brown, Black",linen,dry clean only,4.2,392,Out of Stock,All Season,Unisex,Adult,Business,"jeans, Uniqlo, Modern, fashion",False,Bangladesh,2025-02-15
1452,Gap Signature Sunglasses,Stylish sunglasses with relaxed fit design. Perfect for formal occasions. Made from high-quality synthetic blend. Delicate Cycle.,Fashion,Accessories,sunglasses,Gap,100.84,USD,"12, 8, 10, 9, 5","Brown, Gray, Pink",linen,hand wash recommended,4.9,921,In Stock,Fall/Winter,Women,Kids,Formal,"sunglasses, Gap, Casual, fashion",True,USA,2024-09-04
1453,Calvin Klein Signature Scarves,Stylish scarves with relaxed fit design. Perfect for casual wear. Made from high-quality denim. Delicate Cycle.,Fashion,Accessories,scarves,Calvin Klein,140.1,USD,"8, 10, 6, 11","Beige, Pink",denim,hand wash recommended,4.6,902,Limited Stock,Fall/Winter,Men,Kids,Sporty,"scarves, Calvin Klein, Classic, fashion",True,Bangladesh,2024-10-31
1454,Gap Casual Shorts,Stylish shorts with relaxed fit design. Perfect for casual wear. Made from high-quality leather. Machine Washable.,Fashion,Clothing,shorts,Gap,123.13,USD,"L, XL, XS, XXL","Pink, White, Gray, Brown, Beige",cotton,hand wash recommended,4.9,1096,Out of Stock,Spring/Summer,Women,Adult,Trendy,"shorts, Gap, Urban, fashion",False,Bangladesh,2025-01-03
1455,Zara Urban Athletic Shoes,Stylish athletic shoes with oversized design. Perfect for weekend outings. Made from high-quality wool. Delicate Cycle.,Fashion,Shoes,athletic shoes,Zara,264.03,USD,"11, 5, 10, 8","Beige, Pink",denim,machine washable,4.0,969,In Stock,All Season,Men,Kids,Trendy,"athletic shoes, Zara, Designer, fashion",True,Vietnam,2025-03-29
1456,Uniqlo Premium Skirts,Stylish skirts with oversized design. Perfect for casual wear. Made from high-quality synthetic blend. Hand Wash Recommended.,Fashion,Clothing,skirts,Uniqlo,127.39,USD,"XXL, L, XS, M, XL, S","Beige, Green, Pink",denim,machine washable,4.0,1189,Limited Stock,Fall/Winter,Women,Adult,Formal,"skirts, Uniqlo, Signature, fashion",False,India,2024-10-31
1457,Levi's Designer Sweaters,Stylish sweaters with relaxed fit design. Perfect for weekend outings. Made from high-quality cotton. Delicate Cycle.,Fashion,Clothing,sweaters,Levi's,38.79,USD,"M, XS, L, XL, S","Gray, White",leather,hand wash recommended,3.3,954,Limited Stock,Fall/Winter,Unisex,Kids,Casual,"sweaters, Levi's, Vintage, fashion",True,India,2025-02-03
1458,Tommy Hilfiger Casual Heels,Stylish heels with regular fit design. Perfect for business meetings. Made from high-quality linen. Hand Wash Recommended.,Fashion,Shoes,heels,Tommy Hilfiger,150.91,USD,"10, 12, 7, 11, 6, 5","Brown, Blue, Black",linen,delicate cycle,3.8,1226,Out of Stock,Fall/Winter,Men,Adult,Sporty,"heels, Tommy Hilfiger, Classic, fashion",True,India,2024-09-28
1459,Uniqlo Modern Sweaters,Stylish sweaters with oversized design. Perfect for special events. Made from high-quality cotton. Delicate Cycle.,Fashion,Clothing,sweaters,Uniqlo,228.12,USD,"L, XS, S, XXL","White, Green, Pink, Brown, Beige",cotton,machine washable,4.8,876,Limited Stock,Fall/Winter,Unisex,Kids,Casual,"sweaters, Uniqlo, Formal, fashion",False,Turkey,2024-09-29
1460,Ralph Lauren Signature Athletic Shoes,Stylish athletic shoes with oversized design. Perfect for special events. Made from high-quality linen. Delicate Cycle.,Fashion,Shoes,athletic shoes,Ralph Lauren,186.57,USD,"9, 7, 6, 10","Red, Gray, Beige, Blue",linen,dry clean only,3.3,137,In Stock,All Season,Men,Teen,Sporty,"athletic shoes, Ralph Lauren, Signature, fashion",False,USA,2025-02-10
1461,Tommy Hilfiger Formal Sweaters,Stylish sweaters with relaxed fit design. Perfect for casual wear. Made from high-quality wool. Machine Washable.,Fashion,Clothing,sweaters,Tommy Hilfiger,28.37,USD,"XL, M, S","White, Black, Navy, Pink",denim,dry clean only,4.7,281,Limited Stock,Spring/Summer,Men,Teen,Trendy,"sweaters, Tommy Hilfiger, Formal, fashion",True,China,2024-11-11
1462,Ralph Lauren Designer Loafers,Stylish loafers with relaxed fit design. Perfect for formal occasions. Made from high-quality synthetic blend. Delicate Cycle.,Fashion,Shoes,loafers,Ralph Lauren,252.19,USD,"11, 8, 10, 5, 9, 6","Red, White",silk,hand wash recommended,3.9,541,Limited Stock,Fall/Winter,Unisex,Teen,Sporty,"loafers, Ralph Lauren, Designer, fashion",True,China,2025-08-07
1463,Uniqlo Modern Dresses,Stylish dresses with regular fit design. Perfect for formal occasions. Made from high-quality cotton. Dry Clean Only.,Fashion,Clothing,dresses,Uniqlo,106.91,USD,"XXL, L, M, XL, S","Blue, Green, Black",silk,delicate cycle,3.5,1190,Out of Stock,Spring/Summer,Men,Kids,Casual,"dresses, Uniqlo, Signature, fashion",False,Italy,2025-05-21
1464,Tommy Hilfiger Premium Blazers,Stylish blazers with slim fit design. Perfect for special events. Made from high-quality cotton. Delicate Cycle.,Fashion,Clothing,blazers,Tommy Hilfiger,107.89,USD,"S, XXL, XL, M, L","Green, Black, Beige, Pink",leather,machine washable,3.5,736,Out of Stock,Spring/Summer,Men,Kids,Business,"blazers, Tommy Hilfiger, Designer, fashion",False,Vietnam,2025-08-18
1465,H&M Premium Sandals,Stylish sandals with oversized design. Perfect for business meetings. Made from high-quality silk. Machine Washable.,Fashion,Shoes,sandals,H&M,337.91,USD,"9, 11, 7, 5, 10","Beige, Pink, Navy, Black, White",linen,machine washable,3.8,787,Out of Stock,All Season,Women,Teen,Business,"sandals, H&M, Premium, fashion",True,China,2024-09-08
1466,Adidas Urban Skirts,Stylish skirts with tailored fit design. Perfect for business meetings. Made from high-quality linen. Hand Wash Recommended.,Fashion,Clothing,skirts,Adidas,153.53,USD,"XS, L, M","Blue, Beige, Brown, Navy",wool,hand wash recommended,4.3,708,Limited Stock,Fall/Winter,Women,Teen,Formal,"skirts, Adidas, Signature, fashion",False,Bangladesh,2025-01-18
1467,Uniqlo Casual Jeans,Stylish jeans with oversized design. Perfect for business meetings. Made from high-quality linen. Dry Clean Only.,Fashion,Clothing,jeans,Uniqlo,160.29,USD,"L, XS, XXL, XL","Beige, Navy, Black, Blue",synthetic blend,hand wash recommended,4.6,305,In Stock,Fall/Winter,Women,Kids,Trendy,"jeans, Uniqlo, Premium, fashion",True,Bangladesh,2024-09-27
1468,Levi's Designer Hats,Stylish hats with relaxed fit design. Perfect for business meetings. Made from high-quality silk. Dry Clean Only.,Fashion,Accessories,hats,Levi's,341.78,USD,"6, 9, 7, 11, 10, 8","Black, Pink",polyester,delicate cycle,4.7,887,In Stock,Spring/Summer,Men,Teen,Business,"hats, Levi's, Essential, fashion",False,India,2025-06-18
1469,Gap Casual Scarves,Stylish scarves with tailored fit design. Perfect for casual wear. Made from high-quality leather. Hand Wash Recommended.,Fashion,Accessories,scarves,Gap,43.48,USD,"5, 12, 11, 8, 6","Green, White",cotton,dry clean only,3.4,5,Limited Stock,All Season,Unisex,Adult,Business,"scarves, Gap, Casual, fashion",False,Vietnam,2025-02-13
1470,Uniqlo Classic Sunglasses,Stylish sunglasses with oversized design. Perfect for casual wear. Made from high-quality leather. Hand Wash Recommended.,Fashion,Accessories,sunglasses,Uniqlo,298.21,USD,"5, 12, 9, 8, 6, 7","Blue, Pink",wool,machine washable,4.0,433,Limited Stock,All Season,Men,Kids,Business,"sunglasses, Uniqlo, Casual, fashion",False,India,2025-01-27
1471,Calvin Klein Modern Watches,Stylish watches with tailored fit design. Perfect for special events. Made from high-quality leather. Delicate Cycle.,Fashion,Accessories,watches,Calvin Klein,536.23,USD,"8, 7, 6","Navy, Red, Black, Gray",denim,hand wash recommended,3.8,889,Limited Stock,All Season,Unisex,Adult,Classic,"watches, Calvin Klein, Casual, fashion",True,India,2024-10-13
1472,Calvin Klein Signature Blazers,Stylish blazers with tailored fit design. Perfect for formal occasions. Made from high-quality polyester. Machine Washable.,Fashion,Clothing,blazers,Calvin Klein,77.23,USD,"M, S, XL","White, Blue, Red, Brown",cotton,delicate cycle,4.3,966,Limited Stock,Fall/Winter,Women,Teen,Trendy,"blazers, Calvin Klein, Urban, fashion",False,Turkey,2025-05-18
1473,Zara Casual Sweaters,Stylish sweaters with slim fit design. Perfect for business meetings. Made from high-quality polyester. Machine Washable.,Fashion,Clothing,sweaters,Zara,281.05,USD,"XL, L, XS, XXL","Black, Brown, Red, Navy",polyester,machine washable,3.3,923,Out of Stock,Spring/Summer,Unisex,Adult,Trendy,"sweaters, Zara, Premium, fashion",False,Italy,2024-10-03
1474,Adidas Designer Jackets,Stylish jackets with relaxed fit design. Perfect for formal occasions. Made from high-quality denim. Delicate Cycle.,Fashion,Clothing,jackets,Adidas,134.64,USD,"XXL, M, S, L, XL, XS","Black, Pink, White, Red",wool,machine washable,4.9,1139,In Stock,Spring/Summer,Women,Teen,Formal,"jackets, Adidas, Formal, fashion",False,USA,2025-05-14
1475,Gap Designer Jeans,Stylish jeans with tailored fit design. Perfect for weekend outings. Made from high-quality denim. Delicate Cycle.,Fashion,Clothing,jeans,Gap,90.34,USD,"XS, M, L, XXL","Pink, Navy, Brown, Blue",synthetic blend,delicate cycle,4.4,145,In Stock,Spring/Summer,Men,Kids,Classic,"jeans, Gap, Casual, fashion",False,Vietnam,2025-01-16
1476,Nike Vintage Loafers,Stylish loafers with oversized design. Perfect for weekend outings. Made from high-quality denim. Dry Clean Only.,Fashion,Shoes,loafers,Nike,36.03,USD,"12, 8, 5, 7","White, Gray",polyester,machine washable,4.5,485,Out of Stock,Fall/Winter,Men,Teen,Business,"loafers, Nike, Modern, fashion",True,China,2025-06-24
1477,H&M Urban Athletic Shoes,Stylish athletic shoes with oversized design. Perfect for special events. Made from high-quality polyester. Machine Washable.,Fashion,Shoes,athletic shoes,H&M,68.03,USD,"12, 8, 7","Brown, Gray, Pink",leather,delicate cycle,3.6,718,Limited Stock,Spring/Summer,Men,Adult,Sporty,"athletic shoes, H&M, Formal, fashion",True,Italy,2024-09-21
1478,Ralph Lauren Classic Scarves,Stylish scarves with oversized design. Perfect for formal occasions. Made from high-quality synthetic blend. Machine Washable.,Fashion,Accessories,scarves,Ralph Lauren,51.85,USD,"6, 7, 11","Gray, Green",synthetic blend,dry clean only,3.1,1450,Limited Stock,Spring/Summer,Unisex,Teen,Formal,"scarves, Ralph Lauren, Classic, fashion",False,USA,2025-08-11
1479,Levi's Classic Boots,Stylish boots with regular fit design. Perfect for formal occasions. Made from high-quality synthetic blend. Machine Washable.,Fashion,Shoes,boots,Levi's,68.57,USD,"7, 8, 12","Blue, Navy, Green, Black, Beige",silk,delicate cycle,3.7,883,Limited Stock,All Season,Unisex,Teen,Business,"boots, Levi's, Vintage, fashion",True,China,2025-02-03
1480,Tommy Hilfiger Signature Sweaters,Stylish sweaters with slim fit design. Perfect for special events. Made from high-quality denim. Machine Washable.,Fashion,Clothing,sweaters,Tommy Hilfiger,212.72,USD,"XL, XS, S, M","Beige, Gray, Red",synthetic blend,delicate cycle,4.7,1485,Out of Stock,Fall/Winter,Women,Kids,Formal,"sweaters, Tommy Hilfiger, Premium, fashion",False,Italy,2024-11-10
1481,H&M Signature Sandals,Stylish sandals with relaxed fit design. Perfect for business meetings. Made from high-quality synthetic blend. Dry Clean Only.,Fashion,Shoes,sandals,H&M,181.36,USD,"11, 12, 6, 9, 10, 7","Blue, Green, Pink, Gray",leather,machine washable,4.6,999,Limited Stock,Spring/Summer,Women,Adult,Casual,"sandals, H&M, Designer, fashion",False,Vietnam,2024-12-19
1482,Ralph Lauren Signature Dresses,Stylish dresses with regular fit design. Perfect for business meetings. Made from high-quality wool. Delicate Cycle.,Fashion,Clothing,dresses,Ralph Lauren,288.08,USD,"S, XXL, XS, XL","Blue, Black, Navy, Brown",synthetic blend,delicate cycle,3.4,1095,Limited Stock,Fall/Winter,Women,Teen,Sporty,"dresses, Ralph Lauren, Classic, fashion",True,Turkey,2024-11-19
1483,Levi's Casual Dresses,Stylish dresses with tailored fit design. Perfect for business meetings. Made from high-quality denim. Machine Washable.,Fashion,Clothing,dresses,Levi's,50.32,USD,"S, M, XXL, XS, L","Green, Gray, Navy, White, Beige",polyester,delicate cycle,3.2,1067,Out of Stock,Spring/Summer,Unisex,Kids,Classic,"dresses, Levi's, Signature, fashion",False,USA,2025-05-12
1484,Calvin Klein Casual Bags,Stylish bags with tailored fit design. Perfect for formal occasions. Made from high-quality denim. Dry Clean Only.,Fashion,Accessories,bags,Calvin Klein,492.54,USD,"10, 8, 5, 12","Black, Green, Blue",polyester,hand wash recommended,4.0,1116,Limited Stock,All Season,Unisex,Adult,Formal,"bags, Calvin Klein, Vintage, fashion",False,Italy,2024-11-22
1485,Tommy Hilfiger Vintage Shirts,Stylish shirts with regular fit design. Perfect for formal occasions. Made from high-quality wool. Hand Wash Recommended.,Fashion,Clothing,shirts,Tommy Hilfiger,259.81,USD,"S, XS, XXL, XL, L, M","White, Black, Red, Green, Brown",linen,dry clean only,4.9,1284,In Stock,Fall/Winter,Unisex,Kids,Trendy,"shirts, Tommy Hilfiger, Casual, fashion",False,Italy,2025-02-14
1486,Levi's Formal Loafers,Stylish loafers with slim fit design. Perfect for special events. Made from high-quality denim. Dry Clean Only.,Fashion,Shoes,loafers,Levi's,322.82,USD,"6, 10, 7","White, Navy, Pink, Green",linen,delicate cycle,4.4,639,In Stock,Fall/Winter,Unisex,Teen,Classic,"loafers, Levi's, Premium, fashion",False,Italy,2024-10-06
1487,Uniqlo Designer Flats,Stylish flats with relaxed fit design. Perfect for casual wear. Made from high-quality cotton. Hand Wash Recommended.,Fashion,Shoes,flats,Uniqlo,364.28,USD,"5, 11, 7, 9, 6","White, Beige, Black, Pink",cotton,dry clean only,4.9,1262,In Stock,Spring/Summer,Unisex,Teen,Casual,"flats, Uniqlo, Urban, fashion",True,USA,2025-07-23
1488,Gap Formal Blazers,Stylish blazers with tailored fit design. Perfect for business meetings. Made from high-quality wool. Machine Washable.,Fashion,Clothing,blazers,Gap,229.39,USD,"L, XS, M","Brown, White, Red, Pink, Gray",synthetic blend,dry clean only,4.5,1493,Limited Stock,All Season,Women,Teen,Sporty,"blazers, Gap, Essential, fashion",True,Vietnam,2025-07-19
1489,Ralph Lauren Casual Sandals,Stylish sandals with slim fit design. Perfect for special events. Made from high-quality denim. Hand Wash Recommended.,Fashion,Shoes,sandals,Ralph Lauren,355.29,USD,"6, 7, 5, 11, 8","Black, Gray, Navy, Red",linen,dry clean only,3.6,662,Out of Stock,Fall/Winter,Women,Kids,Sporty,"sandals, Ralph Lauren, Casual, fashion",True,Bangladesh,2024-11-26
1490,Levi's Signature Scarves,Stylish scarves with relaxed fit design. Perfect for casual wear. Made from high-quality polyester. Hand Wash Recommended.,Fashion,Accessories,scarves,Levi's,107.07,USD,"12, 10, 6","Blue, Pink, Beige, Black, Green",wool,machine washable,4.4,952,Out of Stock,Spring/Summer,Unisex,Adult,Formal,"scarves, Levi's, Formal, fashion",True,China,2025-03-17
1491,Levi's Vintage Hats,Stylish hats with tailored fit design. Perfect for special events. Made from high-quality leather. Delicate Cycle.,Fashion,Accessories,hats,Levi's,459.55,USD,"12, 10, 6, 9, 5, 8","Green, Navy",synthetic blend,hand wash recommended,3.7,1220,Limited Stock,Fall/Winter,Women,Kids,Classic,"hats, Levi's, Urban, fashion",False,Italy,2025-04-26
1492,Gap Vintage Dresses,Stylish dresses with slim fit design. Perfect for weekend outings. Made from high-quality denim. Hand Wash Recommended.,Fashion,Clothing,dresses,Gap,201.47,USD,"XL, L, XS, M, XXL, S","Red, Navy",synthetic blend,machine washable,4.2,251,Limited Stock,All Season,Unisex,Teen,Formal,"dresses, Gap, Urban, fashion",True,Vietnam,2025-01-07
1493,Gap Signature Jewelry,Stylish jewelry with slim fit design. Perfect for casual wear. Made from high-quality denim. Machine Washable.,Fashion,Accessories,jewelry,Gap,536.23,USD,"9, 8, 6, 12, 11","Red, Brown, Navy, Gray",denim,dry clean only,4.8,135,Limited Stock,Spring/Summer,Men,Adult,Trendy,"jewelry, Gap, Formal, fashion",True,Bangladesh,2025-07-07
1494,Tommy Hilfiger Urban Sandals,Stylish sandals with relaxed fit design. Perfect for weekend outings. Made from high-quality leather. Delicate Cycle.,Fashion,Shoes,sandals,Tommy Hilfiger,385.84,USD,"5, 9, 11","Black, White, Brown",linen,hand wash recommended,3.8,345,Out of Stock,All Season,Women,Teen,Business,"sandals, Tommy Hilfiger, Casual, fashion",False,USA,2024-09-04
1495,Nike Signature Athletic Shoes,Stylish athletic shoes with slim fit design. Perfect for special events. Made from high-quality cotton. Delicate Cycle.,Fashion,Shoes,athletic shoes,Nike,119.44,USD,"9, 6, 7, 8, 5, 10","Green, Beige, White",linen,dry clean only,4.2,1331,Out of Stock,Spring/Summer,Men,Teen,Business,"athletic shoes, Nike, Urban, fashion",False,Italy,2024-08-23
1496,Ralph Lauren Casual Scarves,Stylish scarves with regular fit design. Perfect for special events. Made from high-quality synthetic blend. Machine Washable.,Fashion,Accessories,scarves,Ralph Lauren,461.45,USD,"12, 11, 8, 7, 5, 6","Beige, Gray, Pink, Red, Green",polyester,dry clean only,3.1,383,Out of Stock,Spring/Summer,Men,Adult,Trendy,"scarves, Ralph Lauren, Signature, fashion",False,China,2025-07-15
1497,Adidas Premium Sweaters,Stylish sweaters with slim fit design. Perfect for weekend outings. Made from high-quality cotton. Dry Clean Only.,Fashion,Clothing,sweaters,Adidas,122.07,USD,"XL, M, L","Navy, Gray",cotton,hand wash recommended,3.1,641,In Stock,All Season,Men,Teen,Business,"sweaters, Adidas, Formal, fashion",True,India,2025-05-09
1498,Calvin Klein Formal Dresses,Stylish dresses with oversized design. Perfect for business meetings. Made from high-quality cotton. Delicate Cycle.,Fashion,Clothing,dresses,Calvin Klein,233.59,USD,"XS, XXL, S, L","Red, Gray, Pink, Brown",polyester,dry clean only,4.1,213,Limited Stock,Spring/Summer,Men,Teen,Casual,"dresses, Calvin Klein, Classic, fashion",True,Italy,2025-02-01
1499,Adidas Vintage Hats,Stylish hats with tailored fit design. Perfect for casual wear. Made from high-quality linen. Machine Washable.,Fashion,Accessories,hats,Adidas,208.77,USD,"6, 7, 11, 12, 10, 9","Brown, Blue, Red, Gray",leather,dry clean only,3.7,158,Limited Stock,Fall/Winter,Unisex,Adult,Trendy,"hats, Adidas, Classic, fashion",True,Italy,2025-01-06
1500,Nike Casual Heels,Stylish heels with regular fit design. Perfect for weekend outings. Made from high-quality linen. Hand Wash Recommended.,Fashion,Shoes,heels,Nike,160.89,USD,"6, 10, 9","Black, Navy, Brown",denim,delicate cycle,4.7,251,Out of Stock,All Season,Men,Kids,Formal,"heels, Nike, Signature, fashion",False,USA,2024-10-10
1501,Nike Premium Watches,Stylish watches with slim fit design. Perfect for business meetings. Made from high-quality linen. Delicate Cycle.,Fashion,Accessories,watches,Nike,195.26,USD,"10, 12, 6, 8","Black, White",silk,dry clean only,3.4,576,Out of Stock,Spring/Summer,Women,Adult,Business,"watches, Nike, Classic, fashion",False,Bangladesh,2025-03-04
1502,Nike Formal Shorts,Stylish shorts with oversized design. Perfect for business meetings. Made from high-quality leather. Delicate Cycle.,Fashion,Clothing,shorts,Nike,284.83,USD,"XS, XL, S, M, L, XXL","Beige, Brown, Green, White, Gray",leather,dry clean only,4.8,311,In Stock,All Season,Unisex,Kids,Business,"shorts, Nike, Premium, fashion",True,China,2025-03-03
1503,Calvin Klein Modern Blazers,Stylish blazers with slim fit design. Perfect for weekend outings. Made from high-quality silk. Dry Clean Only.,Fashion,Clothing,blazers,Calvin Klein,242.0,USD,"L, XS, M","Black, Brown, White",synthetic blend,machine washable,3.0,1198,In Stock,All Season,Men,Teen,Sporty,"blazers, Calvin Klein, Casual, fashion",True,India,2025-04-02
1504,Gap Urban Shirts,Stylish shirts with oversized design. Perfect for weekend outings. Made from high-quality denim. Machine Washable.,Fashion,Clothing,shirts,Gap,290.97,USD,"M, L, XL","White, Beige",wool,dry clean only,4.5,40,In Stock,Fall/Winter,Men,Kids,Casual,"shirts, Gap, Designer, fashion",False,USA,2025-01-20
1505,Ralph Lauren Signature Sweaters,Stylish sweaters with tailored fit design. Perfect for special events. Made from high-quality linen. Hand Wash Recommended.,Fashion,Clothing,sweaters,Ralph Lauren,172.75,USD,"M, XXL, XL, XS","Green, Red, White",linen,delicate cycle,3.5,963,In Stock,All Season,Women,Teen,Classic,"sweaters, Ralph Lauren, Modern, fashion",True,China,2025-01-16
1506,Levi's Vintage Loafers,Stylish loafers with oversized design. Perfect for business meetings. Made from high-quality synthetic blend. Dry Clean Only.,Fashion,Shoes,loafers,Levi's,252.55,USD,"8, 6, 11, 7, 9","Beige, Gray, Blue",linen,machine washable,3.9,507,In Stock,Fall/Winter,Women,Teen,Formal,"loafers, Levi's, Essential, fashion",True,Italy,2025-06-23
1507,Ralph Lauren Classic Jackets,Stylish jackets with regular fit design. Perfect for special events. Made from high-quality polyester. Delicate Cycle.,Fashion,Clothing,jackets,Ralph Lauren,90.68,USD,"L, S, XS, XL","White, Brown, Beige, Navy",linen,hand wash recommended,3.5,402,Out of Stock,Spring/Summer,Unisex,Kids,Classic,"jackets, Ralph Lauren, Vintage, fashion",False,USA,2025-03-11
1508,Adidas Designer Jewelry,Stylish jewelry with slim fit design. Perfect for special events. Made from high-quality synthetic blend. Delicate Cycle.,Fashion,Accessories,jewelry,Adidas,549.33,USD,"5, 11, 8","Beige, Brown, Gray",synthetic blend,machine washable,3.1,464,Limited Stock,Spring/Summer,Women,Adult,Classic,"jewelry, Adidas, Modern, fashion",True,USA,2025-06-16
1509,Uniqlo Premium Watches,Stylish watches with oversized design. Perfect for special events. Made from high-quality denim. Dry Clean Only.,Fashion,Accessories,watches,Uniqlo,72.28,USD,"9, 7, 12","White, Pink, Brown, Navy, Beige",cotton,machine washable,3.6,771,In Stock,Spring/Summer,Women,Kids,Sporty,"watches, Uniqlo, Classic, fashion",True,China,2025-06-03
1510,Adidas Vintage Shorts,Stylish shorts with regular fit design. Perfect for weekend outings. Made from high-quality silk. Hand Wash Recommended.,Fashion,Clothing,shorts,Adidas,274.75,USD,"XXL, L, M, S, XS, XL","Blue, Pink",leather,hand wash recommended,3.2,938,Limited Stock,Fall/Winter,Men,Adult,Business,"shorts, Adidas, Casual, fashion",True,Turkey,2025-04-13
1511,Uniqlo Modern Hats,Stylish hats with tailored fit design. Perfect for special events. Made from high-quality wool. Machine Washable.,Fashion,Accessories,hats,Uniqlo,560.97,USD,"8, 12, 5, 11","Pink, White",synthetic blend,hand wash recommended,4.1,732,Out of Stock,Fall/Winter,Women,Adult,Casual,"hats, Uniqlo, Casual, fashion",False,Vietnam,2025-01-20
1512,Ralph Lauren Classic Athletic Shoes,Stylish athletic shoes with relaxed fit design. Perfect for weekend outings. Made from high-quality cotton. Machine Washable.,Fashion,Shoes,athletic shoes,Ralph Lauren,286.57,USD,"5, 10, 6, 9","Gray, White, Red, Black, Green",linen,delicate cycle,4.6,1458,Limited Stock,All Season,Women,Adult,Sporty,"athletic shoes, Ralph Lauren, Formal, fashion",True,USA,2024-12-27
1513,H&M Signature Hats,Stylish hats with oversized design. Perfect for business meetings. Made from high-quality wool. Dry Clean Only.,Fashion,Accessories,hats,H&M,383.68,USD,"7, 12, 8","Gray, Blue, Navy",linen,hand wash recommended,3.6,355,In Stock,Fall/Winter,Women,Teen,Formal,"hats, H&M, Urban, fashion",True,Bangladesh,2024-12-06
1514,H&M Signature Jewelry,Stylish jewelry with slim fit design. Perfect for casual wear. Made from high-quality polyester. Hand Wash Recommended.,Fashion,Accessories,jewelry,H&M,413.27,USD,"10, 6, 12, 9","Black, Green, Blue",synthetic blend,machine washable,3.5,1310,Out of Stock,All Season,Unisex,Adult,Casual,"jewelry, H&M, Premium, fashion",True,China,2024-09-23
1515,Gap Premium Shirts,Stylish shirts with tailored fit design. Perfect for special events. Made from high-quality cotton. Hand Wash Recommended.,Fashion,Clothing,shirts,Gap,44.96,USD,"M, XS, L, XXL, S","Brown, Red, Beige, Navy, Black",synthetic blend,machine washable,3.8,1119,Limited Stock,Spring/Summer,Unisex,Kids,Casual,"shirts, Gap, Essential, fashion",True,Turkey,2025-08-20
1516,Levi's Designer Jewelry,Stylish jewelry with regular fit design. Perfect for business meetings. Made from high-quality cotton. Delicate Cycle.,Fashion,Accessories,jewelry,Levi's,268.58,USD,"11, 12, 5","White, Red, Pink, Black",linen,machine washable,3.6,1191,In Stock,All Season,Unisex,Kids,Classic,"jewelry, Levi's, Formal, fashion",False,Italy,2025-04-12
1517,Zara Designer Watches,Stylish watches with slim fit design. Perfect for formal occasions. Made from high-quality silk. Delicate Cycle.,Fashion,Accessories,watches,Zara,513.79,USD,"6, 9, 12, 10, 5, 7","Red, Gray",leather,machine washable,3.5,1216,In Stock,All Season,Women,Teen,Sporty,"watches, Zara, Modern, fashion",False,China,2024-08-25
1518,Levi's Vintage Hats,Stylish hats with oversized design. Perfect for casual wear. Made from high-quality leather. Machine Washable.,Fashion,Accessories,hats,Levi's,153.41,USD,"10, 7, 6, 12","Green, Gray, Blue, Beige, White",wool,delicate cycle,4.0,1154,Out of Stock,Fall/Winter,Women,Teen,Formal,"hats, Levi's, Premium, fashion",False,Italy,2025-08-09
1519,Adidas Urban Belts,Stylish belts with oversized design. Perfect for formal occasions. Made from high-quality cotton. Dry Clean Only.,Fashion,Accessories,belts,Adidas,583.25,USD,"12, 9, 7, 10","Beige, Black",cotton,delicate cycle,4.0,1180,In Stock,All Season,Unisex,Teen,Classic,"belts, Adidas, Urban, fashion",True,Turkey,2025-06-29
1520,Nike Casual Shorts,Stylish shorts with regular fit design. Perfect for formal occasions. Made from high-quality linen. Dry Clean Only.,Fashion,Clothing,shorts,Nike,118.33,USD,"XXL, XL, M, XS","White, Green",denim,dry clean only,3.8,217,Limited Stock,Spring/Summer,Men,Adult,Sporty,"shorts, Nike, Casual, fashion",False,Vietnam,2025-05-18
1521,Ralph Lauren Classic Jeans,Stylish jeans with regular fit design. Perfect for special events. Made from high-quality silk. Dry Clean Only.,Fashion,Clothing,jeans,Ralph Lauren,206.08,USD,"L, S, XXL, XL, XS","Pink, Navy, Brown, Red",synthetic blend,hand wash recommended,3.9,180,Limited Stock,Fall/Winter,Men,Adult,Business,"jeans, Ralph Lauren, Formal, fashion",False,USA,2024-12-27
