id,name,description,category,subcategory,brand,price,currency,rating,review_count,availability,features,tags,color,weight_kg,dimensions_cm,material,country_origin,warranty_months,eco_friendly,release_date,sku
900,Google Mini 773,"Flagship smartphone with cutting-edge technology and premium design. Featuring 5G connectivity, OLED display, fast charging. ",Electronics,Smartphones,Google,920.16,USD,3.4,2795,In Stock,"5G connectivity, OLED display, fast charging, premium build","fast charging, premium build, OLED display, 5G connectivity, Google",Yellow,2.31,104x38x36,Rubber,Vietnam,12,False,2024-03-24,GOO-SMA-000900
901,Tommy Hilfiger Classic dresses,"Premium fashion item with attention to detail and quality craftsmanship. Featuring modern design, premium materials, versatile styling. Made from high-quality silk. Available in sizes L-M-XL.",Fashion,Clothing,Tommy Hilfiger,269.93,USD,3.2,4869,In Stock,"modern design, premium materials, versatile styling, easy care","Tommy Hilfiger, easy care, versatile styling, premium materials, modern design",Black,14.53,105x84x60,Metal,South Korea,60,False,2024-01-06,TOM-CLO-000901
902,Oppo Pro 600,"Flagship smartphone with cutting-edge technology and premium design. Featuring high refresh rate, water resistant, face recognition. ",Electronics,Smartphones,Oppo,448.61,USD,3.1,1098,Limited Stock,"high refresh rate, water resistant, face recognition, multiple cameras","high refresh rate, Oppo, face recognition, multiple cameras, water resistant",Black,14.48,139x116x56,Rubber,Taiwan,24,False,2023-11-23,OPP-SMA-000902
903,West Elm Classic bathroom,"Practical home solution with contemporary aesthetic appeal. Featuring space-saving, affordable pricing, stylish appearance. Dimensions: 10x151x64cm. Crafted from fabric.",Home & Garden,Home Decor,West Elm,691.69,USD,3.8,303,In Stock,"space-saving, affordable pricing, stylish appearance","stylish appearance, affordable pricing, space-saving, West Elm",Red,12.59,146x26x4,Ceramic,Vietnam,24,False,2024-08-30,WES-HOM-000903
904,Target Classic kitchen,"Modern home furnishing that combines style and functionality. Featuring modern design, durable materials, premium quality. Dimensions: 18x93x15cm. Crafted from fabric.",Home & Garden,Home Decor,Target,707.39,USD,2.8,4287,Pre-order,"modern design, durable materials, premium quality","Target, modern design, durable materials, premium quality",Brown,24.25,147x83x30,Metal,Germany,36,True,2023-11-10,TAR-HOM-000904
905,Wayfair Premium furniture,"Practical home solution with contemporary aesthetic appeal. Featuring stylish appearance, premium quality, functional design. Dimensions: 61x165x49cm. Crafted from plastic.",Home & Garden,Home Decor,Wayfair,306.07,USD,3.0,4963,In Stock,"stylish appearance, premium quality, functional design, modern design","Wayfair, premium quality, modern design, functional design, stylish appearance",Gray,23.7,116x99x57,Ceramic,Japan,6,True,2023-09-24,WAY-HOM-000905
906,Pottery Barn Luxury storage,"Practical home solution with contemporary aesthetic appeal. Featuring eco-friendly, functional design, space-saving. Dimensions: 36x40x13cm. Crafted from plastic.",Home & Garden,Home Decor,Pottery Barn,26.19,USD,3.2,3689,In Stock,"eco-friendly, functional design, space-saving, stylish appearance, affordable pricing","functional design, Pottery Barn, eco-friendly, stylish appearance, affordable pricing, space-saving",Pink,8.94,49x31x58,Wood,Japan,12,False,2022-10-15,POT-HOM-000906
907,HP Inspiron 244,"Powerful laptop designed for professional work and creative tasks. Featuring lightweight design, high resolution display, touchscreen. ",Electronics,Laptops,HP,976.57,USD,2.7,2418,In Stock,"lightweight design, high resolution display, touchscreen","high resolution display, touchscreen, HP, lightweight design",Brown,2.55,107x66x69,Wood,Taiwan,60,False,2023-04-29,HP-LAP-000907
908,Wayfair Premium wall art,"Practical home solution with contemporary aesthetic appeal. Featuring durable materials, easy assembly, space-saving. Dimensions: 150x154x76cm. Crafted from metal.",Home & Garden,Home Decor,Wayfair,450.33,USD,4.6,4730,Limited Stock,"durable materials, easy assembly, space-saving, stylish appearance, affordable pricing","affordable pricing, space-saving, easy assembly, Wayfair, durable materials, stylish appearance",Purple,10.78,59x85x39,Rubber,Germany,24,False,2025-04-09,WAY-HOM-000908
909,Target Essential bedding,"Practical home solution with contemporary aesthetic appeal. Featuring premium quality, modern design, durable materials. Dimensions: 116x197x35cm. Crafted from ceramic.",Home & Garden,Home Decor,Target,62.77,USD,4.1,1475,Limited Stock,"premium quality, modern design, durable materials","premium quality, Target, modern design, durable materials",Yellow,2.27,142x39x20,Glass,Vietnam,24,False,2025-07-31,TAR-HOM-000909
910,Calvin Klein Essential dresses,"Stylish and comfortable clothing perfect for everyday wear. Featuring stylish design, comfortable fit, classic style. Made from high-quality cotton. Available in sizes XXL-M-L.",Fashion,Clothing,Calvin Klein,219.41,USD,3.3,4517,In Stock,"stylish design, comfortable fit, classic style, breathable fabric","classic style, stylish design, Calvin Klein, breathable fabric, comfortable fit",Pink,19.99,107x68x94,Glass,Vietnam,24,False,2022-12-13,CAL-CLO-000910
911,Alienware ZenBook 253,"Versatile laptop perfect for business, gaming, and multimedia use. Featuring backlit keyboard, long battery life, fast processor. ",Electronics,Laptops,Alienware,497.32,USD,3.1,1391,In Stock,"backlit keyboard, long battery life, fast processor","long battery life, fast processor, Alienware, backlit keyboard",Green,4.7,116x18x43,Plastic,Taiwan,24,False,2024-03-03,ALI-LAP-000911
912,H&M Premium shirts,"Premium fashion item with attention to detail and quality craftsmanship. Featuring premium materials, all-season wear, versatile styling. Made from high-quality denim. Available in sizes XXL-S-M.",Fashion,Clothing,H&M,173.82,USD,3.3,3324,Out of Stock,"premium materials, all-season wear, versatile styling, durable construction, modern design","all-season wear, premium materials, versatile styling, durable construction, H&M, modern design",White,15.91,54x36x16,Fabric,Vietnam,24,False,2023-01-28,H&M-CLO-000912
913,Oppo Mini 325,"Advanced mobile device featuring latest processor and camera system. Featuring fast charging, wireless charging, OLED display. ",Electronics,Smartphones,Oppo,1036.12,USD,4.9,2178,In Stock,"fast charging, wireless charging, OLED display","OLED display, wireless charging, fast charging, Oppo",Purple,24.81,145x78x65,Fabric,South Korea,36,True,2024-12-16,OPP-SMA-000913
914,Sony Mini 977,"Advanced mobile device featuring latest processor and camera system. Featuring OLED display, premium build. ",Electronics,Smartphones,Sony,657.0,USD,3.4,1596,In Stock,"OLED display, premium build","premium build, Sony, OLED display",Blue,1.54,49x43x50,Fabric,Japan,36,False,2024-04-13,SON-SMA-000914
915,Bose DT 382,"Noise-cancelling headphones perfect for travel and focused listening. Featuring multipoint connection, comfortable fit. ",Electronics,Headphones,Bose,208.07,USD,3.3,1148,In Stock,"multipoint connection, comfortable fit","comfortable fit, Bose, multipoint connection",Pink,19.7,76x88x34,Metal,Japan,60,False,2025-03-08,BOS-HEA-000915
916,Microsoft Pavilion 622,"High-performance notebook with advanced features and sleek design. Featuring fast processor, touchscreen, SSD storage. ",Electronics,Laptops,Microsoft,2094.9,USD,4.6,1806,In Stock,"fast processor, touchscreen, SSD storage, backlit keyboard, high resolution display","touchscreen, fast processor, backlit keyboard, high resolution display, SSD storage, Microsoft",Black,1.61,42x110x19,Plastic,Germany,36,False,2022-10-16,MIC-LAP-000916
917,Crate & Barrel Classic furniture,"Practical home solution with contemporary aesthetic appeal. Featuring premium quality, versatile use, eco-friendly. Dimensions: 140x197x85cm. Crafted from metal.",Home & Garden,Home Decor,Crate & Barrel,723.08,USD,2.8,1234,In Stock,"premium quality, versatile use, eco-friendly","versatile use, Crate & Barrel, eco-friendly, premium quality",Red,16.1,99x52x4,Rubber,USA,24,True,2024-02-03,CRA-HOM-000917
918,OnePlus Lite 569,"Flagship smartphone with cutting-edge technology and premium design. Featuring OLED display, high refresh rate, wireless charging. ",Electronics,Smartphones,OnePlus,727.07,USD,2.8,2311,Pre-order,"OLED display, high refresh rate, wireless charging, water resistant","high refresh rate, OnePlus, water resistant, OLED display, wireless charging",Gray,19.23,110x136x37,Plastic,Taiwan,6,True,2023-03-08,ONE-SMA-000918
919,Google Max 254,"Advanced mobile device featuring latest processor and camera system. Featuring wireless charging, face recognition. ",Electronics,Smartphones,Google,887.11,USD,3.0,1568,In Stock,"wireless charging, face recognition","wireless charging, Google, face recognition",Yellow,7.3,103x48x52,Rubber,Vietnam,36,False,2023-07-20,GOO-SMA-000919
920,Crate & Barrel Modern kitchen,"Premium home accessory crafted with attention to detail and quality. Featuring affordable pricing, durable materials, functional design. Dimensions: 97x96x42cm. Crafted from fabric.",Home & Garden,Home Decor,Crate & Barrel,349.96,USD,4.3,1305,In Stock,"affordable pricing, durable materials, functional design, stylish appearance, space-saving","durable materials, space-saving, Crate & Barrel, stylish appearance, affordable pricing, functional design",Green,7.16,82x94x93,Plastic,USA,6,False,2023-05-08,CRA-HOM-000920
921,MSI Surface 843,"High-performance notebook with advanced features and sleek design. Featuring touchscreen, premium build quality, fast processor. ",Electronics,Laptops,MSI,2779.93,USD,4.9,3557,In Stock,"touchscreen, premium build quality, fast processor, high resolution display, fast charging","MSI, touchscreen, fast charging, premium build quality, high resolution display, fast processor",Brown,20.35,144x34x84,Plastic,USA,6,True,2023-10-06,MSI-LAP-000921
922,Williams Sonoma Essential storage,"Practical home solution with contemporary aesthetic appeal. Featuring durable materials, space-saving, versatile use. Dimensions: 130x44x17cm. Crafted from plastic.",Home & Garden,Home Decor,Williams Sonoma,34.68,USD,3.8,1913,In Stock,"durable materials, space-saving, versatile use","Williams Sonoma, versatile use, space-saving, durable materials",Green,13.37,81x24x25,Rubber,Germany,6,True,2023-07-19,WIL-HOM-000922
923,Wayfair Premium bedding,"Practical home solution with contemporary aesthetic appeal. Featuring stylish appearance, durable materials, eco-friendly. Dimensions: 130x127x90cm. Crafted from metal.",Home & Garden,Home Decor,Wayfair,700.97,USD,3.3,368,In Stock,"stylish appearance, durable materials, eco-friendly","Wayfair, stylish appearance, eco-friendly, durable materials",Brown,1.06,82x92x11,Glass,Germany,24,False,2025-03-01,WAY-HOM-000923
924,ASUS ThinkPad 112,"Powerful laptop designed for professional work and creative tasks. Featuring long battery life, fast processor, premium build quality. ",Electronics,Laptops,ASUS,2188.13,USD,3.3,4342,In Stock,"long battery life, fast processor, premium build quality","premium build quality, ASUS, fast processor, long battery life",Red,3.12,21x102x60,Fabric,China,24,True,2025-06-01,ASU-LAP-000924
925,Sennheiser Studio 925,"High-fidelity audio experience with advanced driver technology. Featuring comfortable fit, long battery life. ",Electronics,Headphones,Sennheiser,156.22,USD,4.0,3681,Limited Stock,"comfortable fit, long battery life","comfortable fit, Sennheiser, long battery life",Blue,18.24,146x137x33,Glass,India,60,False,2023-12-04,SEN-HEA-000925
926,IKEA Modern wall art,"Modern home furnishing that combines style and functionality. Featuring modern design, space-saving, premium quality. Dimensions: 146x92x98cm. Crafted from metal.",Home & Garden,Home Decor,IKEA,636.24,USD,4.5,4636,In Stock,"modern design, space-saving, premium quality","space-saving, premium quality, modern design, IKEA",Gray,6.34,111x19x70,Metal,China,36,False,2024-04-25,IKE-HOM-000926
927,Beats QuietComfort 166,"Professional-grade headphones for audiophiles and content creators. Featuring noise cancellation, voice assistant, foldable design. ",Electronics,Headphones,Beats,361.81,USD,3.5,1640,Pre-order,"noise cancellation, voice assistant, foldable design, long battery life","Beats, foldable design, voice assistant, long battery life, noise cancellation",Blue,11.22,150x63x10,Wood,India,6,True,2022-09-06,BEA-HEA-000927
928,Sony Galaxy 435,"Advanced mobile device featuring latest processor and camera system. Featuring premium build, fast charging, multiple cameras. ",Electronics,Smartphones,Sony,954.8,USD,4.0,3272,In Stock,"premium build, fast charging, multiple cameras, 5G connectivity, high refresh rate","fast charging, Sony, premium build, high refresh rate, 5G connectivity, multiple cameras",Blue,13.99,127x55x71,Rubber,Japan,36,True,2023-08-03,SON-SMA-000928
929,JBL HD 969,"High-fidelity audio experience with advanced driver technology. Featuring wireless connectivity, noise cancellation. ",Electronics,Headphones,JBL,275.77,USD,5.0,2294,In Stock,"wireless connectivity, noise cancellation","wireless connectivity, noise cancellation, JBL",Green,10.73,63x116x43,Fabric,Taiwan,60,True,2024-12-25,JBL-HEA-000929
930,Beats HD 134,"Professional-grade headphones for audiophiles and content creators. Featuring long battery life, multipoint connection, comfortable fit. ",Electronics,Headphones,Beats,274.13,USD,4.8,1767,In Stock,"long battery life, multipoint connection, comfortable fit","comfortable fit, Beats, long battery life, multipoint connection",Gray,6.05,84x80x66,Leather,China,12,True,2024-12-04,BEA-HEA-000930
931,Nokia Pro 675,"Premium mobile phone with professional-grade camera and fast performance. Featuring OLED display, water resistant, face recognition. ",Electronics,Smartphones,Nokia,837.28,USD,4.6,1449,In Stock,"OLED display, water resistant, face recognition","OLED display, face recognition, Nokia, water resistant",Brown,7.38,54x105x59,Glass,South Korea,60,True,2025-07-05,NOK-SMA-000931
932,Tommy Hilfiger Classic dresses,"Premium fashion item with attention to detail and quality craftsmanship. Featuring durable construction, versatile styling, easy care. Made from high-quality wool. Available in sizes S-L-M.",Fashion,Clothing,Tommy Hilfiger,271.75,USD,3.0,2228,In Stock,"durable construction, versatile styling, easy care","Tommy Hilfiger, versatile styling, easy care, durable construction",Yellow,23.02,36x86x19,Fabric,Japan,6,True,2023-08-18,TOM-CLO-000932
933,Microsoft ROG 924,"Versatile laptop perfect for business, gaming, and multimedia use. Featuring fast charging, premium build quality, fast processor. ",Electronics,Laptops,Microsoft,558.46,USD,3.4,499,In Stock,"fast charging, premium build quality, fast processor, high resolution display, long battery life","fast charging, fast processor, long battery life, premium build quality, Microsoft, high resolution display",Purple,21.78,133x35x58,Metal,Germany,12,False,2024-11-11,MIC-LAP-000933
934,AKG HD 194,"High-fidelity audio experience with advanced driver technology. Featuring long battery life, noise cancellation, quick charge. ",Electronics,Headphones,AKG,467.11,USD,4.8,4106,Limited Stock,"long battery life, noise cancellation, quick charge, touch controls","quick charge, touch controls, AKG, noise cancellation, long battery life",Blue,5.56,143x37x36,Rubber,Vietnam,12,True,2024-04-19,AKG-HEA-000934
935,Apple Plus 843,"High-performance smartphone with exceptional battery life and display quality. Featuring multiple cameras, high refresh rate. ",Electronics,Smartphones,Apple,1084.94,USD,3.1,514,Limited Stock,"multiple cameras, high refresh rate","high refresh rate, Apple, multiple cameras",White,12.11,113x150x10,Glass,China,24,True,2024-11-06,APP-SMA-000935
936,West Elm Luxury kitchen,"Designer piece that adds elegance and character to any space. Featuring modern design, easy assembly, eco-friendly. Dimensions: 176x63x95cm. Crafted from fabric.",Home & Garden,Home Decor,West Elm,570.94,USD,4.3,1629,In Stock,"modern design, easy assembly, eco-friendly, durable materials","eco-friendly, West Elm, modern design, easy assembly, durable materials",Black,21.94,94x87x89,Leather,India,24,False,2023-03-27,WES-HOM-000936
937,H&M Essential accessories,"Versatile wardrobe essential that combines style and functionality. Featuring durable construction, stylish design, versatile styling. Made from high-quality polyester. Available in sizes S-M-XXL.",Fashion,Clothing,H&M,202.68,USD,4.6,3881,In Stock,"durable construction, stylish design, versatile styling, all-season wear","durable construction, all-season wear, versatile styling, stylish design, H&M",Yellow,11.36,131x42x53,Rubber,Vietnam,60,True,2022-12-11,H&M-CLO-000937
938,Nokia Note 375,"Flagship smartphone with cutting-edge technology and premium design. Featuring OLED display, face recognition. ",Electronics,Smartphones,Nokia,393.51,USD,4.1,2189,In Stock,"OLED display, face recognition","OLED display, face recognition, Nokia",Green,12.35,8x47x35,Wood,South Korea,24,True,2024-07-15,NOK-SMA-000938
939,Acer Inspiron 848,"Powerful laptop designed for professional work and creative tasks. Featuring premium build quality, high resolution display, touchscreen. ",Electronics,Laptops,Acer,984.69,USD,2.5,4304,Out of Stock,"premium build quality, high resolution display, touchscreen, fast charging, long battery life","long battery life, touchscreen, high resolution display, premium build quality, Acer, fast charging",Pink,1.35,62x123x80,Wood,India,36,True,2024-09-10,ACE-LAP-000939
940,ASUS Pavilion 806,"High-performance notebook with advanced features and sleek design. Featuring fast processor, dedicated graphics, SSD storage. ",Electronics,Laptops,ASUS,597.99,USD,4.6,4937,In Stock,"fast processor, dedicated graphics, SSD storage","fast processor, ASUS, dedicated graphics, SSD storage",Green,6.75,10x77x88,Fabric,South Korea,12,True,2024-07-20,ASU-LAP-000940
941,IKEA Modern bedding,"Practical home solution with contemporary aesthetic appeal. Featuring premium quality, eco-friendly, modern design. Dimensions: 107x81x16cm. Crafted from metal.",Home & Garden,Home Decor,IKEA,852.54,USD,5.0,3987,Pre-order,"premium quality, eco-friendly, modern design, space-saving","modern design, space-saving, eco-friendly, premium quality, IKEA",Purple,19.12,123x16x42,Glass,South Korea,60,False,2024-04-12,IKE-HOM-000941
942,Google Pro 593,"Premium mobile phone with professional-grade camera and fast performance. Featuring high refresh rate, multiple cameras, fast charging. ",Electronics,Smartphones,Google,215.33,USD,2.6,3550,Limited Stock,"high refresh rate, multiple cameras, fast charging, water resistant, 5G connectivity","fast charging, high refresh rate, 5G connectivity, multiple cameras, water resistant, Google",Gray,17.49,23x119x23,Glass,Germany,24,True,2024-04-25,GOO-SMA-000942
943,Zara Premium dresses,"Premium fashion item with attention to detail and quality craftsmanship. Featuring modern design, easy care, stylish design. Made from high-quality linen. Available in sizes L-S-XXL.",Fashion,Clothing,Zara,187.56,USD,2.6,1799,Pre-order,"modern design, easy care, stylish design, versatile styling, durable construction","modern design, Zara, versatile styling, stylish design, durable construction, easy care",Black,18.4,26x39x22,Plastic,Germany,12,True,2024-07-04,ZAR-CLO-000943
944,Sony SRH 401,"High-fidelity audio experience with advanced driver technology. Featuring voice assistant, touch controls. ",Electronics,Headphones,Sony,512.21,USD,4.6,2500,Out of Stock,"voice assistant, touch controls","voice assistant, touch controls, Sony",Purple,21.99,9x126x20,Ceramic,Germany,60,False,2023-10-06,SON-HEA-000944
945,JBL K 226,"Premium wireless headphones with superior sound quality and comfort. Featuring long battery life, comfortable fit, quick charge. ",Electronics,Headphones,JBL,305.95,USD,3.8,759,In Stock,"long battery life, comfortable fit, quick charge, premium sound quality, foldable design","quick charge, comfortable fit, long battery life, premium sound quality, foldable design, JBL",Blue,24.56,21x79x89,Leather,South Korea,24,True,2023-09-12,JBL-HEA-000945
946,Zara Premium shoes,"Versatile wardrobe essential that combines style and functionality. Featuring comfortable fit, modern design. Made from high-quality wool. Available in sizes M-S-XS.",Fashion,Clothing,Zara,37.31,USD,3.1,838,In Stock,"comfortable fit, modern design","Zara, comfortable fit, modern design",Brown,0.48,43x25x66,Glass,Vietnam,6,False,2023-05-16,ZAR-CLO-000946
947,Ralph Lauren Classic dresses,"Contemporary design with classic appeal for modern lifestyle. Featuring breathable fabric, premium materials, durable construction. Made from high-quality cotton. Available in sizes XS-M-XL.",Fashion,Clothing,Ralph Lauren,63.46,USD,4.4,2106,In Stock,"breathable fabric, premium materials, durable construction","durable construction, Ralph Lauren, premium materials, breathable fabric",Blue,21.69,34x121x63,Ceramic,Taiwan,36,True,2025-01-17,RAL-CLO-000947
948,Shure Studio 408,"High-fidelity audio experience with advanced driver technology. Featuring foldable design, multipoint connection, voice assistant. ",Electronics,Headphones,Shure,170.18,USD,4.3,4164,In Stock,"foldable design, multipoint connection, voice assistant, quick charge, comfortable fit","multipoint connection, quick charge, voice assistant, comfortable fit, Shure, foldable design",Purple,15.35,11x40x32,Wood,Japan,60,False,2022-11-06,SHU-HEA-000948
949,Beyerdynamic HD 589,"Professional-grade headphones for audiophiles and content creators. Featuring quick charge, noise cancellation, comfortable fit. ",Electronics,Headphones,Beyerdynamic,198.84,USD,4.1,1397,In Stock,"quick charge, noise cancellation, comfortable fit, foldable design","Beyerdynamic, comfortable fit, noise cancellation, quick charge, foldable design",Blue,23.26,94x141x86,Ceramic,South Korea,60,False,2023-12-14,BEY-HEA-000949
950,Uniqlo Modern shoes,"Premium fashion item with attention to detail and quality craftsmanship. Featuring breathable fabric, premium materials, stylish design. Made from high-quality denim. Available in sizes M-XS-XXL.",Fashion,Clothing,Uniqlo,254.92,USD,3.5,2644,Out of Stock,"breathable fabric, premium materials, stylish design, durable construction, easy care","Uniqlo, easy care, premium materials, breathable fabric, stylish design, durable construction",Brown,10.02,128x67x12,Leather,Taiwan,6,True,2023-09-13,UNI-CLO-000950
951,Alienware Inspiron 234,"Premium portable computer with exceptional performance and build quality. Featuring backlit keyboard, SSD storage, fast charging. ",Electronics,Laptops,Alienware,1311.02,USD,4.2,4925,In Stock,"backlit keyboard, SSD storage, fast charging, fast processor, touchscreen","fast charging, Alienware, fast processor, SSD storage, touchscreen, backlit keyboard",Blue,12.05,35x57x22,Plastic,Taiwan,6,False,2024-08-28,ALI-LAP-000951
952,Tommy Hilfiger Classic accessories,"Contemporary design with classic appeal for modern lifestyle. Featuring classic style, comfortable fit, durable construction. Made from high-quality denim. Available in sizes S-M-XL.",Fashion,Clothing,Tommy Hilfiger,16.22,USD,4.9,1022,In Stock,"classic style, comfortable fit, durable construction","classic style, Tommy Hilfiger, comfortable fit, durable construction",Brown,15.46,145x124x96,Glass,China,12,True,2024-10-17,TOM-CLO-000952
953,CB2 Luxury bedding,"Practical home solution with contemporary aesthetic appeal. Featuring versatile use, premium quality, durable materials. Dimensions: 197x27x9cm. Crafted from metal.",Home & Garden,Home Decor,CB2,401.41,USD,3.1,872,In Stock,"versatile use, premium quality, durable materials","CB2, premium quality, versatile use, durable materials",Red,20.26,55x121x86,Plastic,USA,6,True,2025-06-27,CB2-HOM-000953
954,Target Classic bathroom,"Premium home accessory crafted with attention to detail and quality. Featuring modern design, eco-friendly, easy assembly. Dimensions: 29x40x70cm. Crafted from fabric.",Home & Garden,Home Decor,Target,481.72,USD,4.5,1348,In Stock,"modern design, eco-friendly, easy assembly, functional design, stylish appearance","eco-friendly, easy assembly, functional design, Target, modern design, stylish appearance",Gray,22.14,18x62x78,Fabric,Japan,12,False,2025-01-18,TAR-HOM-000954
955,Audio-Technica AirPods 315,"Premium wireless headphones with superior sound quality and comfort. Featuring quick charge, noise cancellation, touch controls. ",Electronics,Headphones,Audio-Technica,543.5,USD,2.7,3126,In Stock,"quick charge, noise cancellation, touch controls, wireless connectivity","Audio-Technica, wireless connectivity, quick charge, touch controls, noise cancellation",Green,6.99,24x13x71,Rubber,Taiwan,6,True,2025-07-27,AUD-HEA-000955
956,Gap Classic dresses,"Premium fashion item with attention to detail and quality craftsmanship. Featuring all-season wear, modern design. Made from high-quality linen. Available in sizes S-M-XXL.",Fashion,Clothing,Gap,76.54,USD,3.4,545,In Stock,"all-season wear, modern design","all-season wear, Gap, modern design",Green,16.49,134x43x29,Wood,Japan,60,False,2024-06-17,GAP-CLO-000956
957,Lenovo ZenBook 628,"High-performance notebook with advanced features and sleek design. Featuring backlit keyboard, high resolution display, long battery life. ",Electronics,Laptops,Lenovo,577.25,USD,4.7,2849,Limited Stock,"backlit keyboard, high resolution display, long battery life, fast processor","fast processor, high resolution display, backlit keyboard, Lenovo, long battery life",White,7.84,47x137x59,Wood,Germany,24,False,2025-03-28,LEN-LAP-000957
958,Levi's Essential shirts,"Versatile wardrobe essential that combines style and functionality. Featuring modern design, versatile styling. Made from high-quality wool. Available in sizes XS-L-XL.",Fashion,Clothing,Levi's,167.76,USD,4.7,4031,In Stock,"modern design, versatile styling","modern design, Levi's, versatile styling",Yellow,18.35,25x49x43,Metal,Germany,36,True,2024-10-26,LEV-CLO-000958
959,Audio-Technica ATH 157,"Noise-cancelling headphones perfect for travel and focused listening. Featuring wireless connectivity, touch controls, noise cancellation. ",Electronics,Headphones,Audio-Technica,526.98,USD,4.0,2798,In Stock,"wireless connectivity, touch controls, noise cancellation, long battery life","noise cancellation, Audio-Technica, long battery life, touch controls, wireless connectivity",Black,20.36,55x135x16,Leather,Taiwan,12,False,2022-10-16,AUD-HEA-000959
960,Adidas Premium jeans,"Premium fashion item with attention to detail and quality craftsmanship. Featuring versatile styling, breathable fabric, easy care. Made from high-quality linen. Available in sizes S-XS-XXL.",Fashion,Clothing,Adidas,98.58,USD,3.4,2878,Out of Stock,"versatile styling, breathable fabric, easy care, premium materials","versatile styling, easy care, breathable fabric, premium materials, Adidas",Yellow,10.46,30x115x42,Glass,Vietnam,36,True,2024-09-24,ADI-CLO-000960
961,Sony QuietComfort 793,"Professional-grade headphones for audiophiles and content creators. Featuring voice assistant, touch controls. ",Electronics,Headphones,Sony,40.52,USD,4.3,4643,Out of Stock,"voice assistant, touch controls","voice assistant, Sony, touch controls",Black,3.31,54x91x64,Wood,Vietnam,6,True,2023-11-12,SON-HEA-000961
962,CB2 Luxury furniture,"Premium home accessory crafted with attention to detail and quality. Featuring eco-friendly, premium quality, easy assembly. Dimensions: 34x75x8cm. Crafted from plastic.",Home & Garden,Home Decor,CB2,158.22,USD,2.7,1356,Limited Stock,"eco-friendly, premium quality, easy assembly","easy assembly, CB2, eco-friendly, premium quality",Red,11.36,28x136x69,Fabric,India,6,False,2022-11-13,CB2-HOM-000962
963,Dell Inspiron 676,"High-performance notebook with advanced features and sleek design. Featuring touchscreen, dedicated graphics, fast processor. ",Electronics,Laptops,Dell,2395.85,USD,3.9,2200,In Stock,"touchscreen, dedicated graphics, fast processor, SSD storage","touchscreen, SSD storage, Dell, dedicated graphics, fast processor",Pink,2.86,63x72x41,Glass,Vietnam,36,False,2025-07-08,DEL-LAP-000963
964,Xiaomi Edge 179,"Premium mobile phone with professional-grade camera and fast performance. Featuring 5G connectivity, fast charging, high refresh rate. ",Electronics,Smartphones,Xiaomi,1109.96,USD,2.8,1581,In Stock,"5G connectivity, fast charging, high refresh rate, OLED display, premium build","premium build, OLED display, Xiaomi, 5G connectivity, fast charging, high refresh rate",Green,13.68,106x14x14,Rubber,Germany,36,True,2024-06-01,XIA-SMA-000964
965,CB2 Classic lighting,"Modern home furnishing that combines style and functionality. Featuring affordable pricing, functional design, space-saving. Dimensions: 133x154x40cm. Crafted from metal.",Home & Garden,Home Decor,CB2,384.76,USD,2.8,4262,In Stock,"affordable pricing, functional design, space-saving, stylish appearance, eco-friendly","affordable pricing, stylish appearance, space-saving, functional design, eco-friendly, CB2",Red,0.61,113x63x56,Metal,Japan,6,True,2023-08-17,CB2-HOM-000965
966,Beats K 885,"Premium wireless headphones with superior sound quality and comfort. Featuring premium sound quality, long battery life, wireless connectivity. ",Electronics,Headphones,Beats,78.11,USD,4.3,1508,In Stock,"premium sound quality, long battery life, wireless connectivity, comfortable fit","wireless connectivity, Beats, long battery life, comfortable fit, premium sound quality",Yellow,13.12,64x97x83,Metal,South Korea,12,True,2024-06-25,BEA-HEA-000966
967,Apple SRH 408,"Noise-cancelling headphones perfect for travel and focused listening. Featuring foldable design, wireless connectivity, long battery life. ",Electronics,Headphones,Apple,360.27,USD,2.9,1335,In Stock,"foldable design, wireless connectivity, long battery life, quick charge, multipoint connection","wireless connectivity, long battery life, quick charge, multipoint connection, foldable design, Apple",Green,23.26,28x78x44,Leather,Taiwan,36,False,2022-09-25,APP-HEA-000967
968,HP MacBook 202,"Powerful laptop designed for professional work and creative tasks. Featuring backlit keyboard, high resolution display, long battery life. ",Electronics,Laptops,HP,1810.22,USD,3.3,2841,In Stock,"backlit keyboard, high resolution display, long battery life, dedicated graphics","long battery life, high resolution display, HP, dedicated graphics, backlit keyboard",Blue,5.64,130x98x80,Glass,India,24,False,2025-01-16,HP-LAP-000968
969,HP MacBook 679,"Powerful laptop designed for professional work and creative tasks. Featuring SSD storage, touchscreen, long battery life. ",Electronics,Laptops,HP,804.78,USD,4.3,1322,In Stock,"SSD storage, touchscreen, long battery life, premium build quality, dedicated graphics","SSD storage, premium build quality, HP, touchscreen, dedicated graphics, long battery life",Yellow,16.06,54x28x58,Metal,Germany,36,True,2023-05-25,HP-LAP-000969
970,Lenovo ZenBook 515,"Premium portable computer with exceptional performance and build quality. Featuring fast processor, backlit keyboard, long battery life. ",Electronics,Laptops,Lenovo,2462.95,USD,3.8,1333,In Stock,"fast processor, backlit keyboard, long battery life, dedicated graphics","long battery life, backlit keyboard, dedicated graphics, fast processor, Lenovo",Blue,2.46,134x77x30,Glass,USA,12,True,2024-04-06,LEN-LAP-000970
